freq,c_dest,purpose,duration,age,unit,geo,TIME_PERIOD,OBS_VALUE
A,FOR,TOTAL,N_GE1,Y_GE65,NR,DE,2015,14054013
A,FOR,TOTAL,N_GE1,Y_GE65,NR,DE,2016,15579786
A,FOR,TOTAL,N_GE1,Y_GE65,NR,DE,2017,14973782
A,FOR,TOTAL,N_GE1,Y_GE65,NR,DE,2018,17179025
A,FOR,TOTAL,N_GE1,Y_GE65,NR,DE,2019,15181599
A,FOR,TOTAL,N_GE1,Y_GE65,NR,DE,2020,4922759
A,FOR,TOTAL,N_GE1,Y_GE65,NR,DE,2021,6813448
A,FOR,TOTAL,N_GE1,Y_GE65,NR,DE,2022,12442567
A,FOR,TOTAL,N_GE1,Y_GE65,NR,DK,2012,829092
A,FOR,TOTAL,N_GE1,Y_GE65,NR,DK,2013,1100882
A,FOR,TOTAL,N_GE1,Y_GE65,NR,DK,2014,1052947
A,FOR,TOTAL,N_GE1,Y_GE65,NR,DK,2015,1821983
A,FOR,TOTAL,N_GE1,Y_GE65,NR,DK,2016,1140836
A,FOR,TOTAL,N_GE1,Y_GE65,NR,DK,2017,1189679
A,FOR,TOTAL,N_GE1,Y_GE65,NR,DK,2018,839600
A,FOR,TOTAL,N_GE1,Y_GE65,NR,DK,2019,1452382
A,FOR,TOTAL,N_GE1,Y_GE65,NR,DK,2020,428911
A,FOR,TOTAL,N_GE1,Y_GE65,NR,DK,2021,374972
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EA20,2012,27107252
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EA20,2013,28038874
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EA20,2014,28443223
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EA20,2015,29994403
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EA20,2016,32574596
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EA20,2017,32039502
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EA20,2018,36300229
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EA20,2019,34639676
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EA20,2020,10152200
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EA20,2021,15170949
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EA20,2022,30598595
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EE,2012,71838
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EE,2013,60076
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EE,2014,87963
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EE,2015,68202
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EE,2016,82678
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EE,2017,78855
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EE,2018,152291
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EE,2019,114806
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EE,2020,29092
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EE,2021,34371
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EE,2022,78246
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EL,2012,61011
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EL,2013,66330
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EL,2014,67340
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EL,2015,65460
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EL,2016,51704
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EL,2017,76278
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EL,2018,95358
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EL,2019,95739
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EL,2020,32648
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EL,2021,37730
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EL,2022,102189
A,FOR,TOTAL,N_GE1,Y_GE65,NR,ES,2012,919712
A,FOR,TOTAL,N_GE1,Y_GE65,NR,ES,2013,978025
A,FOR,TOTAL,N_GE1,Y_GE65,NR,ES,2014,859139
A,FOR,TOTAL,N_GE1,Y_GE65,NR,ES,2015,880420
A,FOR,TOTAL,N_GE1,Y_GE65,NR,ES,2016,998861
A,FOR,TOTAL,N_GE1,Y_GE65,NR,ES,2017,1103806
A,FOR,TOTAL,N_GE1,Y_GE65,NR,ES,2018,1177444
A,FOR,TOTAL,N_GE1,Y_GE65,NR,ES,2019,1339887
A,FOR,TOTAL,N_GE1,Y_GE65,NR,ES,2020,285568
A,FOR,TOTAL,N_GE1,Y_GE65,NR,ES,2021,520198
A,FOR,TOTAL,N_GE1,Y_GE65,NR,ES,2022,1237386
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EU27_2020,2012,31373115
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EU27_2020,2013,33208329
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EU27_2020,2014,33359543
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EU27_2020,2015,35877446
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EU27_2020,2016,38063546
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EU27_2020,2017,39377336
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EU27_2020,2018,44135614
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EU27_2020,2019,42598033
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EU27_2020,2020,12351645
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EU27_2020,2021,17972622
A,FOR,TOTAL,N_GE1,Y_GE65,NR,EU27_2020,2022,36471919
A,FOR,TOTAL,N_GE1,Y_GE65,NR,FI,2012,1046123
A,FOR,TOTAL,N_GE1,Y_GE65,NR,FI,2013,1254116
A,FOR,TOTAL,N_GE1,Y_GE65,NR,FI,2014,1270821
A,FOR,TOTAL,N_GE1,Y_GE65,NR,FI,2015,1322552
A,FOR,TOTAL,N_GE1,Y_GE65,NR,FI,2016,1319924
A,FOR,TOTAL,N_GE1,Y_GE65,NR,FI,2017,1355050
A,FOR,TOTAL,N_GE1,Y_GE65,NR,FI,2018,1346138
A,FOR,TOTAL,N_GE1,Y_GE65,NR,FI,2019,1248167
A,FOR,TOTAL,N_GE1,Y_GE65,NR,FI,2020,323576
A,FOR,TOTAL,N_GE1,Y_GE65,NR,FI,2021,294929
A,FOR,TOTAL,N_GE1,Y_GE65,NR,FI,2022,737303
A,FOR,TOTAL,N_GE1,Y_GE65,NR,FR,2012,4023406
A,FOR,TOTAL,N_GE1,Y_GE65,NR,FR,2013,4312250
A,FOR,TOTAL,N_GE1,Y_GE65,NR,FR,2014,4884083
A,FOR,TOTAL,N_GE1,Y_GE65,NR,FR,2015,4758474
A,FOR,TOTAL,N_GE1,Y_GE65,NR,FR,2016,4888009
A,FOR,TOTAL,N_GE1,Y_GE65,NR,FR,2017,4683537
A,FOR,TOTAL,N_GE1,Y_GE65,NR,FR,2018,5570911
A,FOR,TOTAL,N_GE1,Y_GE65,NR,FR,2019,5294327
A,FOR,TOTAL,N_GE1,Y_GE65,NR,FR,2020,1654798
A,FOR,TOTAL,N_GE1,Y_GE65,NR,FR,2021,2704916
A,FOR,TOTAL,N_GE1,Y_GE65,NR,FR,2022,5853693
A,FOR,TOTAL,N_GE1,Y_GE65,NR,HR,2012,197648
A,FOR,TOTAL,N_GE1,Y_GE65,NR,HR,2013,300129
A,FOR,TOTAL,N_GE1,Y_GE65,NR,HR,2014,223397
A,FOR,TOTAL,N_GE1,Y_GE65,NR,HR,2015,211923
A,FOR,TOTAL,N_GE1,Y_GE65,NR,HR,2016,127302
A,FOR,TOTAL,N_GE1,Y_GE65,NR,HR,2017,138745
A,FOR,TOTAL,N_GE1,Y_GE65,NR,HR,2018,98118
A,FOR,TOTAL,N_GE1,Y_GE65,NR,HR,2019,194016
A,FOR,TOTAL,N_GE1,Y_GE65,NR,HR,2020,53568
A,FOR,TOTAL,N_GE1,Y_GE65,NR,HR,2021,60390
A,FOR,TOTAL,N_GE1,Y_GE65,NR,HR,2022,76947
A,FOR,TOTAL,N_GE1,Y_GE65,NR,HU,2012,167770
A,FOR,TOTAL,N_GE1,Y_GE65,NR,HU,2013,186271
A,FOR,TOTAL,N_GE1,Y_GE65,NR,HU,2014,257114
A,FOR,TOTAL,N_GE1,Y_GE65,NR,HU,2015,388887
A,FOR,TOTAL,N_GE1,Y_GE65,NR,HU,2016,527147
A,FOR,TOTAL,N_GE1,Y_GE65,NR,HU,2017,488304
A,FOR,TOTAL,N_GE1,Y_GE65,NR,HU,2018,601572
A,FOR,TOTAL,N_GE1,Y_GE65,NR,HU,2019,665965
A,FOR,TOTAL,N_GE1,Y_GE65,NR,HU,2020,200075
A,FOR,TOTAL,N_GE1,Y_GE65,NR,HU,2021,201035
A,FOR,TOTAL,N_GE1,Y_GE65,NR,HU,2022,235741
A,FOR,TOTAL,N_GE1,Y_GE65,NR,IE,2012,663264
A,FOR,TOTAL,N_GE1,Y_GE65,NR,IE,2013,660592
A,FOR,TOTAL,N_GE1,Y_GE65,NR,IE,2014,705886
A,FOR,TOTAL,N_GE1,Y_GE65,NR,IE,2015,743063
A,FOR,TOTAL,N_GE1,Y_GE65,NR,IE,2016,742945
A,FOR,TOTAL,N_GE1,Y_GE65,NR,IE,2017,832169
A,FOR,TOTAL,N_GE1,Y_GE65,NR,IE,2018,875293
A,FOR,TOTAL,N_GE1,Y_GE65,NR,IE,2019,894664
A,FOR,TOTAL,N_GE1,Y_GE65,NR,IE,2020,242030
A,FOR,TOTAL,N_GE1,Y_GE65,NR,IE,2021,248172
A,FOR,TOTAL,N_GE1,Y_GE65,NR,IE,2022,834036
A,FOR,TOTAL,N_GE1,Y_GE65,NR,IT,2012,970220
A,FOR,TOTAL,N_GE1,Y_GE65,NR,IT,2013,953023
A,FOR,TOTAL,N_GE1,Y_GE65,NR,IT,2014,804223
A,FOR,TOTAL,N_GE1,Y_GE65,NR,IT,2015,1058685
A,FOR,TOTAL,N_GE1,Y_GE65,NR,IT,2016,1094055
A,FOR,TOTAL,N_GE1,Y_GE65,NR,IT,2017,1255779
A,FOR,TOTAL,N_GE1,Y_GE65,NR,IT,2018,1751739
A,FOR,TOTAL,N_GE1,Y_GE65,NR,IT,2019,1698038
A,FOR,TOTAL,N_GE1,Y_GE65,NR,IT,2020,455618
A,FOR,TOTAL,N_GE1,Y_GE65,NR,IT,2021,485916
A,FOR,TOTAL,N_GE1,Y_GE65,NR,IT,2022,1192680
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LT,2012,61092
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LT,2013,101152
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LT,2014,93011
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LT,2015,95851
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LT,2016,98191
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LT,2017,102817
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LT,2018,114397
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LT,2019,116479
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LT,2020,13506
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LT,2021,26758
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LT,2022,66441
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LU,2012,152111
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LU,2013,156095
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LU,2014,174062
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LU,2015,196705
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LU,2016,181889
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LU,2017,231934
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LU,2018,263459
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LU,2019,253279
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LU,2020,132898
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LU,2021,153261
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LU,2022,278812
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LV,2012,94887
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LV,2013,61744
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LV,2014,94175
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LV,2015,73664
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LV,2016,80440
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LV,2017,86981
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LV,2018,107386
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LV,2019,121423
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LV,2020,
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LV,2021,
A,FOR,TOTAL,N_GE1,Y_GE65,NR,LV,2022,130058
A,FOR,TOTAL,N_GE1,Y_GE65,NR,ME,2016,55721
A,FOR,TOTAL,N_GE1,Y_GE65,NR,ME,2017,34378
A,FOR,TOTAL,N_GE1,Y_GE65,NR,MK,2019,30720
A,FOR,TOTAL,N_GE1,Y_GE65,NR,MK,2020,
A,FOR,TOTAL,N_GE1,Y_GE65,NR,MK,2021,20359
A,FOR,TOTAL,N_GE1,Y_GE65,NR,MT,2012,26584
A,FOR,TOTAL,N_GE1,Y_GE65,NR,MT,2013,33256
A,FOR,TOTAL,N_GE1,Y_GE65,NR,MT,2014,24915
A,FOR,TOTAL,N_GE1,Y_GE65,NR,MT,2015,35486
A,FOR,TOTAL,N_GE1,Y_GE65,NR,MT,2016,17732
A,FOR,TOTAL,N_GE1,Y_GE65,NR,MT,2017,44388
A,FOR,TOTAL,N_GE1,Y_GE65,NR,MT,2018,46753
A,FOR,TOTAL,N_GE1,Y_GE65,NR,MT,2019,63291
A,FOR,TOTAL,N_GE1,Y_GE65,NR,MT,2020,12992
A,FOR,TOTAL,N_GE1,Y_GE65,NR,MT,2021,15607
A,FOR,TOTAL,N_GE1,Y_GE65,NR,MT,2022,50417
A,FOR,TOTAL,N_GE1,Y_GE65,NR,NL,2012,2445323
A,FOR,TOTAL,N_GE1,Y_GE65,NR,NL,2013,2468968
A,FOR,TOTAL,N_GE1,Y_GE65,NR,NL,2014,2611691
A,FOR,TOTAL,N_GE1,Y_GE65,NR,NL,2015,2636184
A,FOR,TOTAL,N_GE1,Y_GE65,NR,NL,2016,2864655
A,FOR,TOTAL,N_GE1,Y_GE65,NR,NL,2017,3008185
A,FOR,TOTAL,N_GE1,Y_GE65,NR,NL,2018,3024093
A,FOR,TOTAL,N_GE1,Y_GE65,NR,NL,2019,3150471
A,FOR,TOTAL,N_GE1,Y_GE65,NR,NL,2020,879674
A,FOR,TOTAL,N_GE1,Y_GE65,NR,NL,2021,1691182
A,FOR,TOTAL,N_GE1,Y_GE65,NR,NL,2022,3532843
A,FOR,TOTAL,N_GE1,Y_GE65,NR,NO,2013,1043374
A,FOR,TOTAL,N_GE1,Y_GE65,NR,NO,2014,961704
A,FOR,TOTAL,N_GE1,Y_GE65,NR,NO,2015,986132
A,FOR,TOTAL,N_GE1,Y_GE65,NR,NO,2016,1026699
A,FOR,TOTAL,N_GE1,Y_GE65,NR,NO,2017,973925
A,FOR,TOTAL,N_GE1,Y_GE65,NR,NO,2018,1059530
A,FOR,TOTAL,N_GE1,Y_GE65,NR,NO,2021,281358
A,FOR,TOTAL,N_GE1,Y_GE65,NR,PL,2012,613229
A,FOR,TOTAL,N_GE1,Y_GE65,NR,PL,2013,1203974
A,FOR,TOTAL,N_GE1,Y_GE65,NR,PL,2014,971761
A,FOR,TOTAL,N_GE1,Y_GE65,NR,PL,2015,1153784
A,FOR,TOTAL,N_GE1,Y_GE65,NR,PL,2016,1250099
A,FOR,TOTAL,N_GE1,Y_GE65,NR,PL,2017,1315531
A,FOR,TOTAL,N_GE1,Y_GE65,NR,PL,2018,1481249
A,FOR,TOTAL,N_GE1,Y_GE65,NR,PL,2019,1660944
A,FOR,TOTAL,N_GE1,Y_GE65,NR,PL,2020,490209
A,FOR,TOTAL,N_GE1,Y_GE65,NR,PL,2021,766329
A,FOR,TOTAL,N_GE1,Y_GE65,NR,PL,2022,1289398
A,FOR,TOTAL,N_GE1,Y_GE65,NR,PT,2012,146627
A,FOR,TOTAL,N_GE1,Y_GE65,NR,PT,2013,122402
A,FOR,TOTAL,N_GE1,Y_GE65,NR,PT,2014,139779
A,FOR,TOTAL,N_GE1,Y_GE65,NR,PT,2015,153736
A,FOR,TOTAL,N_GE1,Y_GE65,NR,PT,2016,152478
A,FOR,TOTAL,N_GE1,Y_GE65,NR,PT,2017,199863
A,FOR,TOTAL,N_GE1,Y_GE65,NR,PT,2018,269672
A,FOR,TOTAL,N_GE1,Y_GE65,NR,PT,2019,311985
A,FOR,TOTAL,N_GE1,Y_GE65,NR,PT,2020,69684
A,FOR,TOTAL,N_GE1,Y_GE65,NR,PT,2021,98778
A,FOR,TOTAL,N_GE1,Y_GE65,NR,PT,2022,247456
A,FOR,TOTAL,N_GE1,Y_GE65,NR,RO,2012,45368
A,FOR,TOTAL,N_GE1,Y_GE65,NR,RO,2013,53643
A,FOR,TOTAL,N_GE1,Y_GE65,NR,RO,2014,69922
A,FOR,TOTAL,N_GE1,Y_GE65,NR,RO,2015,83803
A,FOR,TOTAL,N_GE1,Y_GE65,NR,RO,2016,66989
A,FOR,TOTAL,N_GE1,Y_GE65,NR,RO,2017,66884
A,FOR,TOTAL,N_GE1,Y_GE65,NR,RO,2018,61912
A,FOR,TOTAL,N_GE1,Y_GE65,NR,RO,2019,100416
A,FOR,TOTAL,N_GE1,Y_GE65,NR,RO,2020,16859
A,FOR,TOTAL,N_GE1,Y_GE65,NR,RO,2021,47040
A,FOR,TOTAL,N_GE1,Y_GE65,NR,RO,2022,93521
A,FOR,TOTAL,N_GE1,Y_GE65,NR,RS,2018,69936
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SE,2014,2057117
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SE,2015,1961921
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SE,2016,1864416
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SE,2017,3572867
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SE,2018,4040475
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SE,2019,3263217
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SE,2020,819970
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SE,2021,1159622
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SE,2022,3074254
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SI,2012,122661
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SI,2013,148656
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SI,2014,150949
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SI,2015,160840
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SI,2016,218323
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SI,2017,211759
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SI,2018,231844
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SI,2019,257047
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SI,2020,84510
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SI,2021,213860
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SI,2022,258265
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SK,2012,120218
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SK,2013,61877
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SK,2014,166220
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SK,2015,198699
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SK,2016,282257
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SK,2017,416167
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SK,2018,618863
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SK,2019,789435
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SK,2020,99821
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SK,2021,137243
A,FOR,TOTAL,N_GE1,Y_GE65,NR,SK,2022,340898
A,FOR,TOTAL,N_GE1,Y_GE65,NR,UK,2012,5523996
A,FOR,TOTAL,N_GE1,Y_GE65,NR,UK,2013,5764533
A,FOR,TOTAL,N_GE1,Y_LT15,NR,CH,2012,825760
A,FOR,TOTAL,N_GE1,Y_LT15,NR,CH,2013,1166475
A,FOR,TOTAL,N_GE1,Y_LT15,NR,CH,2014,908935
A,FOR,TOTAL,N_GE1,Y_LT15,NR,CH,2015,1324486
A,FOR,TOTAL,N_GE1,Y_LT15,NR,CH,2016,1084624
A,FOR,TOTAL,N_GE1,Y_LT15,NR,CH,2017,1332219
A,FOR,TOTAL,N_GE1,Y_LT15,NR,CH,2018,1450573
A,FOR,TOTAL,N_GE1,Y_LT15,NR,CH,2019,1179689
A,FOR,TOTAL,N_GE1,Y_LT15,NR,CH,2020,694913
A,FOR,TOTAL,N_GE1,Y_LT15,NR,CH,2021,891694
A,FOR,TOTAL,N_GE1,Y_LT15,NR,DK,2014,
A,FOR,TOTAL,N_GE1,Y_LT15,NR,DK,2020,
A,FOR,TOTAL,N_GE1,Y_LT15,NR,DK,2021,90671
A,FOR,TOTAL,N_GE1,Y_LT15,NR,EA20,2012,
A,FOR,TOTAL,N_GE1,Y_LT15,NR,EA20,2013,
A,FOR,TOTAL,N_GE1,Y_LT15,NR,EA20,2014,
A,FOR,TOTAL,N_GE1,Y_LT15,NR,EA20,2015,
A,FOR,TOTAL,N_GE1,Y_LT15,NR,EA20,2016,
A,FOR,TOTAL,N_GE1,Y_LT15,NR,EA20,2017,
A,FOR,TOTAL,N_GE1,Y_LT15,NR,EA20,2018,
A,FOR,TOTAL,N_GE1,Y_LT15,NR,EA20,2019,
A,FOR,TOTAL,N_GE1,Y_LT15,NR,EA20,2020,
A,FOR,TOTAL,N_GE1,Y_LT15,NR,EA20,2021,
A,FOR,TOTAL,N_GE1,Y_LT15,NR,EA20,2022,
A,FOR,TOTAL,N_GE1,Y_LT15,NR,ES,2012,1339908
A,FOR,TOTAL,N_GE1,Y_LT15,NR,ES,2013,1269140
A,FOR,TOTAL,N_GE1,Y_LT15,NR,ES,2014,1469357
A,FOR,TOTAL,N_GE1,Y_LT15,NR,EU27_2020,2012,
A,FOR,TOTAL,N_GE1,Y_LT15,NR,EU27_2020,2013,
A,FOR,TOTAL,N_GE1,Y_LT15,NR,EU27_2020,2014,
A,FOR,TOTAL,N_GE1,Y_LT15,NR,EU27_2020,2015,
A,FOR,TOTAL,N_GE1,Y_LT15,NR,EU27_2020,2016,
A,FOR,TOTAL,N_GE1,Y_LT15,NR,EU27_2020,2017,
A,FOR,TOTAL,N_GE1,Y_LT15,NR,EU27_2020,2018,
A,FOR,TOTAL,N_GE1,Y_LT15,NR,EU27_2020,2019,
A,FOR,TOTAL,N_GE1,Y_LT15,NR,EU27_2020,2020,
A,FOR,TOTAL,N_GE1,Y_LT15,NR,EU27_2020,2021,
A,FOR,TOTAL,N_GE1,Y_LT15,NR,EU27_2020,2022,
A,FOR,TOTAL,N_GE1,Y_LT15,NR,NL,2012,2893846
A,FOR,TOTAL,N_GE1,Y_LT15,NR,NL,2013,2744747
A,FOR,TOTAL,N_GE1,Y_LT15,NR,NL,2014,2755374
A,FOR,TOTAL,N_GE1,Y_LT15,NR,NL,2015,2842848
A,FOR,TOTAL,N_GE1,Y_LT15,NR,NL,2017,3141745
A,FOR,TOTAL,N_GE1,Y_LT15,NR,NL,2018,2895766
A,FOR,TOTAL,N_GE1,Y_LT15,NR,NL,2019,3069807
A,FOR,TOTAL,N_GE1,Y_LT15,NR,NL,2020,1430181
A,FOR,TOTAL,N_GE4,Y15-24,NR,AL,2017,101340
A,FOR,TOTAL,N_GE4,Y15-24,NR,AL,2019,117474
A,FOR,TOTAL,N_GE4,Y15-24,NR,AL,2020,29972
A,FOR,TOTAL,N_GE4,Y15-24,NR,AT,2012,1090626
A,FOR,TOTAL,N_GE4,Y15-24,NR,AT,2013,988337
A,FOR,TOTAL,N_GE4,Y15-24,NR,AT,2014,1010822
A,FOR,TOTAL,N_GE4,Y15-24,NR,AT,2015,1037863
A,FOR,TOTAL,N_GE4,Y15-24,NR,AT,2016,1123937
A,FOR,TOTAL,N_GE4,Y15-24,NR,AT,2017,1061105
A,FOR,TOTAL,N_GE4,Y15-24,NR,AT,2018,1023539
A,FOR,TOTAL,N_GE4,Y15-24,NR,AT,2019,1125894
A,FOR,TOTAL,N_GE4,Y15-24,NR,AT,2020,328822
A,FOR,TOTAL,N_GE4,Y15-24,NR,AT,2021,647121
A,FOR,TOTAL,N_GE4,Y15-24,NR,AT,2022,1070251
A,FOR,TOTAL,N_GE4,Y15-24,NR,BE,2012,771823
A,FOR,TOTAL,N_GE4,Y15-24,NR,BE,2013,834362
A,FOR,TOTAL,N_GE4,Y15-24,NR,BE,2014,955129
A,FOR,TOTAL,N_GE4,Y15-24,NR,BE,2015,892327
A,FOR,TOTAL,N_GE4,Y15-24,NR,BE,2016,1086700
A,FOR,TOTAL,N_GE4,Y15-24,NR,BE,2017,1098008
A,FOR,TOTAL,N_GE4,Y15-24,NR,BE,2018,1045978
A,FOR,TOTAL,N_GE4,Y15-24,NR,BE,2019,1123674
A,FOR,TOTAL,N_GE4,Y15-24,NR,BE,2020,588929
A,FOR,TOTAL,N_GE4,Y15-24,NR,BE,2021,831292
A,FOR,TOTAL,N_GE4,Y15-24,NR,BE,2022,1285422
A,FOR,TOTAL,N_GE4,Y15-24,NR,BG,2012,52463
A,FOR,TOTAL,N_GE4,Y15-24,NR,BG,2013,59557
A,FOR,TOTAL,N_GE4,Y15-24,NR,BG,2014,57420
A,FOR,TOTAL,N_GE4,Y15-24,NR,BG,2015,62166
A,FOR,TOTAL,N_GE4,Y15-24,NR,BG,2016,38074
A,FOR,TOTAL,N_GE4,Y15-24,NR,BG,2017,68217
A,FOR,TOTAL,N_GE4,Y15-24,NR,BG,2018,94263
A,FOR,TOTAL,N_GE4,Y15-24,NR,BG,2019,91961
A,FOR,TOTAL,N_GE4,Y15-24,NR,BG,2020,
A,FOR,TOTAL,N_GE4,Y15-24,NR,BG,2021,
A,FOR,TOTAL,N_GE4,Y15-24,NR,BG,2022,96792
A,FOR,TOTAL,N_GE4,Y15-24,NR,CH,2012,655504
A,FOR,TOTAL,N_GE4,Y15-24,NR,CH,2013,910805
A,FOR,TOTAL,N_GE4,Y15-24,NR,CH,2014,944962
A,FOR,TOTAL,N_GE4,Y15-24,NR,CH,2015,890552
A,FOR,TOTAL,N_GE4,Y15-24,NR,CH,2016,1004540
A,FOR,TOTAL,N_GE4,Y15-24,NR,CH,2017,1233185
A,FOR,TOTAL,N_GE4,Y15-24,NR,CH,2018,1130435
A,FOR,TOTAL,N_GE4,Y15-24,NR,CH,2019,1152689
A,FOR,TOTAL,N_GE4,Y15-24,NR,CH,2020,597890
A,FOR,TOTAL,N_GE4,Y15-24,NR,CH,2021,579739
A,FOR,TOTAL,N_GE4,Y15-24,NR,CY,2012,110445
A,FOR,TOTAL,N_GE4,Y15-24,NR,CY,2013,73449
A,FOR,TOTAL,N_GE4,Y15-24,NR,CY,2014,92671
A,FOR,TOTAL,N_GE4,Y15-24,NR,CY,2015,82184
A,FOR,TOTAL,N_GE4,Y15-24,NR,CY,2016,80736
A,FOR,TOTAL,N_GE4,Y15-24,NR,CY,2017,77600
A,FOR,TOTAL,N_GE4,Y15-24,NR,CY,2018,52646
A,FOR,TOTAL,N_GE4,Y15-24,NR,CY,2019,98719
